drug_a,drug_b,targets_a,targets_b,union_targets,n_union_targets,n_target_classes,target_classes,n_pathways_union,covered_pathways,complementarity,combined_proximity,combo_score,both_priority,safety_a,safety_b
OLANZAPINE,DULOXETINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,9,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5198,0.713,False,nan,nan
OLANZAPINE,FLUOXETINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,9,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5198,0.713,False,nan,nan
OLANZAPINE,NEFAZODONE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,9,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5198,0.713,False,nan,nan
OLANZAPINE,PAROXETINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,9,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5198,0.713,False,nan,nan
OLANZAPINE,SERTRALINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,9,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5198,0.713,False,nan,nan
OLANZAPINE,VENLAFAXINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,9,5,adrenergic;cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5198,0.713,False,nan,nan
CLOZAPINE,ATOMOXETINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC6A4,10,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.4876,0.7122,False,nan,nan
CLOZAPINE,CITALOPRAM,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC6A4,10,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.4876,0.7122,False,nan,nan
CLOZAPINE,DULOXETINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC6A4,10,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.4876,0.7122,False,nan,nan
CLOZAPINE,FLUOXETINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC6A4,10,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.4876,0.7122,False,nan,nan
CLOZAPINE,NEFAZODONE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC6A4,10,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.4876,0.7122,False,nan,nan
CLOZAPINE,PAROXETINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC6A4,10,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.4876,0.7122,False,nan,nan
CLOZAPINE,SERTRALINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC6A4,10,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.4876,0.7122,False,nan,nan
CLOZAPINE,VENLAFAXINE,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C,SLC6A4,ADRA2A;CHRM1;DRD1;DRD2;DRD3;DRD4;HRH3;HTR2A;HTR2C;SLC6A4,10,6,adrenergic;cholinergic;dopamine;histamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.4876,0.7122,False,nan,nan
QUETIAPINE,ATOMOXETINE,CHRM1;DRD1;DRD3;HTR2A,SLC6A4,CHRM1;DRD1;DRD3;HTR2A;SLC6A4,5,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.667,0.6767,False,nan,nan
QUETIAPINE,CITALOPRAM,CHRM1;DRD1;DRD3;HTR2A,SLC6A4,CHRM1;DRD1;DRD3;HTR2A;SLC6A4,5,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.667,0.6767,False,nan,nan
QUETIAPINE,DULOXETINE,CHRM1;DRD1;DRD3;HTR2A,SLC6A4,CHRM1;DRD1;DRD3;HTR2A;SLC6A4,5,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.667,0.6767,False,nan,nan
QUETIAPINE,FLUOXETINE,CHRM1;DRD1;DRD3;HTR2A,SLC6A4,CHRM1;DRD1;DRD3;HTR2A;SLC6A4,5,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.667,0.6767,False,nan,nan
QUETIAPINE,NEFAZODONE,CHRM1;DRD1;DRD3;HTR2A,SLC6A4,CHRM1;DRD1;DRD3;HTR2A;SLC6A4,5,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.667,0.6767,False,nan,nan
QUETIAPINE,PAROXETINE,CHRM1;DRD1;DRD3;HTR2A,SLC6A4,CHRM1;DRD1;DRD3;HTR2A;SLC6A4,5,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.667,0.6767,False,nan,nan
QUETIAPINE,SERTRALINE,CHRM1;DRD1;DRD3;HTR2A,SLC6A4,CHRM1;DRD1;DRD3;HTR2A;SLC6A4,5,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.667,0.6767,False,nan,nan
QUETIAPINE,VENLAFAXINE,CHRM1;DRD1;DRD3;HTR2A,SLC6A4,CHRM1;DRD1;DRD3;HTR2A;SLC6A4,5,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.667,0.6767,False,nan,nan
ATOMOXETINE,L-745870,SLC6A4,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,6,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.6222,0.6756,False,nan,nan
CITALOPRAM,L-745870,SLC6A4,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,6,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.6222,0.6756,False,nan,nan
DULOXETINE,L-745870,SLC6A4,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,6,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.6222,0.6756,False,nan,nan
FLUOXETINE,L-745870,SLC6A4,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,6,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.6222,0.6756,False,nan,nan
NEFAZODONE,L-745870,SLC6A4,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,6,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.6222,0.6756,False,nan,nan
PAROXETINE,L-745870,SLC6A4,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,6,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.6222,0.6756,False,nan,nan
SERTRALINE,L-745870,SLC6A4,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,6,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.6222,0.6756,False,nan,nan
VENLAFAXINE,L-745870,SLC6A4,CHRM4;DRD3;DRD4;HTR2A;HTR2C,CHRM4;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,6,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.6222,0.6756,False,nan,nan
ZIPRASIDONE,ATOMOXETINE,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,7,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5716,0.6743,False,nan,nan
ZIPRASIDONE,CITALOPRAM,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,7,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5716,0.6743,False,nan,nan
ZIPRASIDONE,DULOXETINE,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,7,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5716,0.6743,False,nan,nan
ZIPRASIDONE,FLUOXETINE,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,7,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5716,0.6743,False,nan,nan
ZIPRASIDONE,NEFAZODONE,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,7,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5716,0.6743,False,nan,nan
ZIPRASIDONE,PAROXETINE,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,7,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5716,0.6743,False,nan,nan
ZIPRASIDONE,SERTRALINE,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,7,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5716,0.6743,False,nan,nan
ZIPRASIDONE,VENLAFAXINE,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C,SLC6A4,CHRM1;DRD1;DRD3;DRD4;HTR2A;HTR2C;SLC6A4,7,4,cholinergic;dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,2.5716,0.6743,False,nan,nan
KETANSERIN,ATOMOXETINE,DRD2;HTR2C;SLC18A2,SLC6A4,DRD2;HTR2C;SLC18A2;SLC6A4,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,3.6127,0.6603,False,nan,nan
KETANSERIN,CITALOPRAM,DRD2;HTR2C;SLC18A2,SLC6A4,DRD2;HTR2C;SLC18A2;SLC6A4,4,3,dopamine;serotonin;transporter,4,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,3.6127,0.6603,False,nan,nan
